Label=Anomalous
network[son<-parent]=
214<-214: 0.10050251256281408
473<-214: 0.005025125628140704
214<-473: 0.005025125628140704
71<-214: 0.005025125628140704
147<-71: 0.005025125628140704
105<-147: 0.005025125628140704
105<-105: 0.01507537688442211
302<-105: 0.03015075376884422
105<-302: 0.02512562814070352
302<-302: 0.05025125628140704

nodeInfo=(Event,position embedding)
71: 71,27
105: 105,2
302: 302,1
147: 147,26
214: 214,28
473: 473,47


Sequence Order: 214 214 214 473 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 71 147 105 105 302 105 105 105 302 302 302 302 302 105 302 302 105 302 302 302 302 302 302 105 302 105 302
