Label=Anomalous
network[son<-parent]=
557<-557: 0.05527638190954774
127<-557: 0.08542713567839195
557<-127: 0.08542713567839195
127<-127: 0.010050251256281407
212<-557: 0.005025125628140704
127<-212: 0.005025125628140704

nodeInfo=(Event,position embedding)
212: 212,2
557: 557,3
127: 127,1


Sequence Order: 557 557 127 557 557 127 557 557 127 557 127 557 127 557 127 557 127 557 557 127 557 557 127 557 557 127 127 557 557 127 557 557 127 557 557 127 557 557 127 557 127 557 127 557 557 127 127 557 212 127
