Label=Normal
network[son<-parent]=
557<-557: 0.1407035175879397
212<-557: 0.03015075376884422
158<-212: 0.020100502512562814
557<-158: 0.020100502512562814
158<-158: 0.020100502512562814
212<-212: 0.005025125628140704
557<-212: 0.010050251256281407

nodeInfo=(Event,position embedding)
212: 212,4
557: 557,1
158: 158,24


Sequence Order: 557 557 557 557 557 557 557 557 557 557 212 158 557 557 212 158 557 557 212 158 557 212 158 158 158 158 158 557 557 557 557 557 212 212 557 557 557 557 557 557 557 557 557 557 557 557 212 557 557 557
