Label=Anomalous
network[son<-parent]=
541<-541: 0.06532663316582915
517<-541: 0.010050251256281407
517<-517: 0.07537688442211055
541<-517: 0.010050251256281407
61<-541: 0.010050251256281407
61<-61: 0.02512562814070352
517<-61: 0.02512562814070352
61<-517: 0.020100502512562814
541<-61: 0.005025125628140704

nodeInfo=(Event,position embedding)
517: 517,1
61: 61,9
541: 541,17


Sequence Order: 541 541 541 541 541 517 517 541 541 541 541 541 541 541 541 541 541 61 61 517 61 61 61 517 517 517 517 61 61 61 517 541 61 541 517 61 517 517 517 517 517 61 517 517 517 517 517 517 517 517
