Label=Anomalous
network[son<-parent]=
557<-557: 0.21105527638190955
212<-557: 0.005025125628140704
557<-212: 0.005025125628140704
144<-557: 0.005025125628140704
400<-144: 0.005025125628140704
549<-400: 0.005025125628140704
344<-549: 0.005025125628140704
5<-344: 0.005025125628140704

nodeInfo=(Event,position embedding)
549: 549,3
5: 5,1
557: 557,6
144: 144,5
400: 400,4
212: 212,12
344: 344,2


Sequence Order: 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 212 557 557 557 557 557 557 144 400 549 344 5
