Label=Normal
network[son<-parent]=
212<-557: 0.035175879396984924
557<-212: 0.02512562814070352
557<-557: 0.12060301507537688
212<-212: 0.020100502512562814
158<-212: 0.010050251256281407
212<-158: 0.005025125628140704
158<-557: 0.005025125628140704
557<-158: 0.010050251256281407
517<-557: 0.005025125628140704
517<-517: 0.005025125628140704
557<-517: 0.005025125628140704

nodeInfo=(Event,position embedding)
517: 517,17
212: 212,1
557: 557,2
158: 158,3


Sequence Order: 557 212 557 212 557 557 212 212 212 158 212 557 557 557 557 557 557 557 557 557 557 557 557 557 557 158 557 557 557 557 557 557 517 517 557 557 557 557 212 557 557 557 212 212 212 557 212 158 557 212
