Label=Normal
network[son<-parent]=
265<-462: 0.07537688442211055
201<-265: 0.005025125628140704
546<-201: 0.005025125628140704
462<-546: 0.07035175879396985
546<-265: 0.06030150753768844
546<-462: 0.005025125628140704
265<-546: 0.005025125628140704
462<-265: 0.005025125628140704
315<-265: 0.005025125628140704
315<-315: 0.005025125628140704
546<-315: 0.005025125628140704

nodeInfo=(Event,position embedding)
546: 546,3
265: 265,1
201: 201,48
462: 462,2
315: 315,13


Sequence Order: 462 265 201 546 462 265 546 462 265 546 462 265 546 462 265 546 462 265 546 462 546 265 462 265 546 462 265 546 462 265 546 462 265 546 462 265 315 315 546 462 265 546 462 265 546 462 265 546 462 265
