Label=Anomalous
network[son<-parent]=
293<-293: 0.11055276381909548
161<-293: 0.05527638190954774
293<-161: 0.05527638190954774
546<-293: 0.005025125628140704
161<-546: 0.005025125628140704
462<-161: 0.005025125628140704
265<-462: 0.005025125628140704
293<-265: 0.005025125628140704

nodeInfo=(Event,position embedding)
161: 161,4
546: 546,21
293: 293,1
265: 265,18
462: 462,19


Sequence Order: 293 293 293 293 293 293 293 161 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 161 293 161 293 161 293 546 161 462 265 293 161 293 161 293 161 293 161 293 161 293 161 293 161 293 293 293
