Label=Anomalous
network[son<-parent]=
20<-20: 0.03015075376884422
161<-20: 0.005025125628140704
20<-161: 0.005025125628140704
204<-20: 0.005025125628140704
161<-204: 0.035175879396984924
204<-161: 0.035175879396984924
204<-204: 0.1306532663316583

nodeInfo=(Event,position embedding)
161: 161,4
204: 204,1
20: 20,42


Sequence Order: 20 20 20 20 20 161 20 20 20 204 161 204 204 204 204 161 204 204 204 204 204 204 204 204 204 204 204 204 204 204 204 161 204 161 204 204 204 204 204 161 204 204 204 204 161 204 161 204 204 204
