Label=Anomalous
network[son<-parent]=
293<-293: 0.02512562814070352
456<-293: 0.005025125628140704
557<-456: 0.03015075376884422
354<-557: 0.03015075376884422
456<-354: 0.03015075376884422
557<-557: 0.12562814070351758

nodeInfo=(Event,position embedding)
456: 456,1
354: 354,2
557: 557,3
293: 293,45


Sequence Order: 293 293 293 293 293 293 456 557 354 456 557 354 456 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 354 456 557 354 456 557 354 456 557 557 557 557 557 557 557 557 557 557 557 557 354 456
