Label=Anomalous
network[son<-parent]=
54<-54: 0.20603015075376885
258<-54: 0.005025125628140704
258<-258: 0.010050251256281407
570<-258: 0.005025125628140704
557<-570: 0.005025125628140704
557<-557: 0.010050251256281407
570<-557: 0.005025125628140704

nodeInfo=(Event,position embedding)
258: 258,6
570: 570,1
557: 557,2
54: 54,9


Sequence Order: 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 258 258 258 570 557 557 557 570
