Label=Anomalous
network[son<-parent]=
293<-293: 0.05527638190954774
507<-293: 0.08542713567839195
293<-507: 0.08542713567839195
479<-293: 0.005025125628140704
293<-479: 0.005025125628140704
365<-293: 0.005025125628140704
293<-365: 0.005025125628140704

nodeInfo=(Event,position embedding)
365: 365,12
507: 507,2
293: 293,1
479: 479,25


Sequence Order: 293 293 507 293 293 507 293 293 507 293 507 293 293 507 293 293 507 293 293 507 293 293 293 507 293 479 293 507 293 293 507 293 293 507 293 293 507 293 365 293 507 293 507 293 507 293 507 293 507 293
