Label=Anomalous
network[son<-parent]=
568<-579: 0.11557788944723618
579<-568: 0.11055276381909548
293<-568: 0.005025125628140704
293<-293: 0.005025125628140704
307<-293: 0.005025125628140704
579<-307: 0.005025125628140704

nodeInfo=(Event,position embedding)
568: 568,5
307: 307,2
579: 579,1
293: 293,3


Sequence Order: 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 293 293 307 579
