Label=Anomalous
network[son<-parent]=
557<-557: 0.04020100502512563
212<-557: 0.005025125628140704
333<-212: 0.005025125628140704
517<-333: 0.005025125628140704
517<-517: 0.005025125628140704
459<-517: 0.005025125628140704
459<-459: 0.15577889447236182
63<-459: 0.005025125628140704
63<-63: 0.020100502512562814

nodeInfo=(Event,position embedding)
517: 517,38
459: 459,6
333: 333,40
557: 557,42
212: 212,41
63: 63,1


Sequence Order: 557 557 557 557 557 557 557 557 557 212 333 517 517 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 459 63 63 63 63 63
