Label=Normal
network[son<-parent]=
557<-557: 0.06532663316582915
212<-557: 0.005025125628140704
557<-212: 0.005025125628140704
144<-557: 0.005025125628140704
523<-144: 0.005025125628140704
523<-523: 0.16080402010050251

nodeInfo=(Event,position embedding)
144: 144,34
523: 523,1
212: 212,48
557: 557,35


Sequence Order: 557 557 212 557 557 557 557 557 557 557 557 557 557 557 557 557 144 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523
