Label=Normal
network[son<-parent]=
64<-64: 0.06030150753768844
557<-64: 0.010050251256281407
292<-557: 0.01507537688442211
64<-292: 0.04020100502512563
292<-64: 0.035175879396984924
292<-292: 0.07035175879396985
557<-292: 0.010050251256281407
64<-557: 0.005025125628140704

nodeInfo=(Event,position embedding)
64: 64,1
292: 292,3
557: 557,4


Sequence Order: 64 64 64 64 557 292 64 292 292 292 292 292 292 64 292 64 64 292 292 557 64 64 292 64 64 292 64 64 64 64 64 64 292 292 292 64 292 64 557 292 292 292 292 292 292 292 557 292 64 64
