Label=Anomalous
network[son<-parent]=
161<-293: 0.06532663316582915
293<-161: 0.07035175879396985
293<-293: 0.01507537688442211
579<-293: 0.010050251256281407
568<-579: 0.04522613065326633
579<-568: 0.035175879396984924
161<-568: 0.005025125628140704

nodeInfo=(Event,position embedding)
568: 568,1
161: 161,4
579: 579,2
293: 293,3


Sequence Order: 293 161 293 161 293 161 293 161 293 161 293 293 161 293 161 293 293 293 161 293 161 293 161 293 161 293 161 293 161 293 579 568 579 568 579 568 579 568 579 568 579 568 579 568 579 568 161 293 579 568
