Label=Anomalous
network[son<-parent]=
293<-293: 0.09045226130653267
456<-293: 0.005025125628140704
557<-456: 0.005025125628140704
293<-557: 0.07035175879396985
557<-293: 0.07035175879396985
557<-557: 0.005025125628140704

nodeInfo=(Event,position embedding)
456: 456,44
557: 557,1
293: 293,2


Sequence Order: 293 293 293 293 293 293 456 557 293 293 557 293 293 293 557 293 557 293 293 557 557 293 293 293 557 293 557 293 557 293 293 557 293 293 557 293 293 557 293 293 557 293 293 557 293 293 557 293 293 557
