Label=Normal
network[son<-parent]=
575<-96: 0.01507537688442211
96<-575: 0.010050251256281407
96<-96: 0.005025125628140704
575<-575: 0.005025125628140704
358<-575: 0.020100502512562814
575<-358: 0.05527638190954774
19<-575: 0.005025125628140704
270<-19: 0.005025125628140704
358<-270: 0.035175879396984924
270<-575: 0.035175879396984924
270<-270: 0.05527638190954774

nodeInfo=(Event,position embedding)
96: 96,45
358: 358,5
270: 270,1
19: 19,40
575: 575,4


Sequence Order: 96 575 96 575 96 96 575 575 358 575 19 270 358 575 270 270 270 270 358 575 358 575 270 270 270 358 575 358 575 270 358 575 270 270 270 270 270 358 575 270 358 575 358 575 270 358 575 270 270 270
