Label=Anomalous
network[son<-parent]=
212<-557: 0.01507537688442211
158<-212: 0.005025125628140704
158<-158: 0.005025125628140704
557<-158: 0.005025125628140704
557<-557: 0.010050251256281407
557<-212: 0.005025125628140704
144<-212: 0.005025125628140704
144<-144: 0.005025125628140704
214<-144: 0.005025125628140704
473<-214: 0.005025125628140704
214<-473: 0.005025125628140704
214<-214: 0.17587939698492464

nodeInfo=(Event,position embedding)
557: 557,42
144: 144,39
212: 212,41
214: 214,1
473: 473,37
158: 158,47


Sequence Order: 557 212 158 158 557 557 557 212 557 212 144 144 214 473 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214
