Label=Anomalous
network[son<-parent]=
135<-135: 0.010050251256281407
44<-135: 0.005025125628140704
44<-44: 0.20100502512562815
126<-44: 0.005025125628140704
443<-126: 0.005025125628140704
135<-443: 0.005025125628140704
126<-135: 0.005025125628140704
135<-126: 0.005025125628140704
78<-135: 0.005025125628140704

nodeInfo=(Event,position embedding)
135: 135,2
44: 44,8
78: 78,1
443: 443,6
126: 126,3


Sequence Order: 135 135 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 126 443 135 135 126 135 78
