Label=Normal
network[son<-parent]=
557<-557: 0.16080402010050251
517<-557: 0.005025125628140704
517<-517: 0.005025125628140704
557<-517: 0.005025125628140704
212<-557: 0.03015075376884422
212<-212: 0.010050251256281407
557<-212: 0.03015075376884422

nodeInfo=(Event,position embedding)
517: 517,47
212: 212,5
557: 557,1


Sequence Order: 557 557 517 517 557 557 557 557 557 212 212 557 557 557 557 557 212 557 557 557 212 557 212 557 557 557 212 212 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 212 557 557 557 557
