Label=Anomalous
network[son<-parent]=
293<-293: 0.07537688442211055
161<-293: 0.01507537688442211
293<-161: 0.01507537688442211
456<-293: 0.005025125628140704
144<-456: 0.005025125628140704
144<-144: 0.05025125628140704
354<-144: 0.005025125628140704
293<-354: 0.005025125628140704
144<-293: 0.035175879396984924
293<-144: 0.035175879396984924

nodeInfo=(Event,position embedding)
161: 161,41
354: 354,29
293: 293,1
456: 456,39
144: 144,3


Sequence Order: 293 293 161 293 293 293 293 161 293 161 293 456 144 144 144 144 144 144 144 144 144 354 293 144 293 293 144 293 293 144 293 293 293 144 293 293 293 144 293 293 293 293 293 144 144 293 144 144 293 293
