Label=Normal
network[son<-parent]=
354<-456: 0.07537688442211055
456<-354: 0.07035175879396985
579<-354: 0.005025125628140704
579<-579: 0.02512562814070352
307<-579: 0.005025125628140704
307<-307: 0.01507537688442211
470<-307: 0.005025125628140704
307<-470: 0.005025125628140704
354<-307: 0.020100502512562814
307<-354: 0.020100502512562814

nodeInfo=(Event,position embedding)
354: 354,2
579: 579,15
456: 456,22
307: 307,1
470: 470,10


Sequence Order: 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 456 354 579 579 579 579 579 579 307 307 307 307 470 307 354 307 354 307 354 307 354 307
