Label=Normal
network[son<-parent]=
158<-158: 0.17587939698492464
570<-158: 0.005025125628140704
570<-570: 0.005025125628140704
158<-570: 0.005025125628140704
557<-158: 0.01507537688442211
158<-557: 0.01507537688442211
333<-158: 0.005025125628140704
411<-333: 0.005025125628140704
158<-411: 0.005025125628140704
174<-158: 0.005025125628140704
158<-174: 0.005025125628140704

nodeInfo=(Event,position embedding)
333: 333,30
557: 557,3
174: 174,17
570: 570,46
411: 411,29
158: 158,1


Sequence Order: 158 158 158 570 570 158 158 158 158 158 158 158 158 158 158 158 557 158 158 158 333 411 158 158 158 158 158 158 158 158 158 158 158 174 158 158 557 158 158 158 158 158 158 158 158 158 158 557 158 158
