Label=Anomalous
network[son<-parent]=
293<-557: 0.06030150753768844
293<-293: 0.10552763819095477
557<-293: 0.05527638190954774
557<-557: 0.010050251256281407
354<-293: 0.005025125628140704
479<-354: 0.005025125628140704
293<-479: 0.005025125628140704

nodeInfo=(Event,position embedding)
354: 354,12
293: 293,1
557: 557,15
479: 479,11


Sequence Order: 557 293 293 293 557 293 557 293 293 293 557 293 557 293 293 293 557 293 293 557 293 557 293 293 293 557 293 293 557 557 557 293 557 293 293 557 293 293 354 479 293 293 293 293 293 293 293 293 293 293
