Label=Anomalous
network[son<-parent]=
541<-541: 0.10050251256281408
61<-541: 0.035175879396984924
541<-61: 0.03015075376884422
517<-61: 0.010050251256281407
61<-517: 0.005025125628140704
61<-61: 0.04020100502512563
541<-517: 0.01507537688442211
517<-541: 0.010050251256281407

nodeInfo=(Event,position embedding)
517: 517,5
61: 61,9
541: 541,1


Sequence Order: 541 541 61 541 61 541 61 517 61 61 541 61 61 61 61 541 61 517 541 61 61 61 61 61 541 541 541 541 541 541 541 541 541 541 541 541 541 541 541 517 541 61 541 541 541 517 541 541 541 541
