Label=Anomalous
network[son<-parent]=
44<-44: 0.19095477386934673
158<-44: 0.005025125628140704
158<-158: 0.020100502512562814
517<-158: 0.005025125628140704
517<-517: 0.005025125628140704
158<-517: 0.005025125628140704
557<-158: 0.005025125628140704
557<-557: 0.010050251256281407

nodeInfo=(Event,position embedding)
557: 557,1
44: 44,12
517: 517,5
158: 158,4


Sequence Order: 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 158 158 158 158 158 517 517 158 557 557 557
