Label=Anomalous
network[son<-parent]=
375<-432: 0.05527638190954774
432<-375: 0.05025125628140704
516<-375: 0.005025125628140704
516<-516: 0.005025125628140704
432<-516: 0.005025125628140704
132<-432: 0.010050251256281407
181<-132: 0.010050251256281407
432<-181: 0.005025125628140704
181<-181: 0.10050251256281408

nodeInfo=(Event,position embedding)
132: 132,22
516: 516,27
432: 432,23
181: 181,1
375: 375,29


Sequence Order: 432 375 432 375 432 375 432 375 432 375 432 375 432 375 432 375 432 375 432 375 432 375 516 516 432 132 181 432 132 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181 181
