Label=Anomalous
network[son<-parent]=
292<-64: 0.11055276381909548
64<-292: 0.09045226130653267
235<-292: 0.010050251256281407
64<-235: 0.005025125628140704
293<-235: 0.005025125628140704
64<-293: 0.010050251256281407
293<-292: 0.005025125628140704
293<-293: 0.010050251256281407

nodeInfo=(Event,position embedding)
64: 64,2
235: 235,27
292: 292,1
293: 293,9


Sequence Order: 64 292 64 292 64 292 64 292 64 292 64 292 64 292 64 292 64 292 64 292 235 64 292 235 293 64 292 64 292 64 292 64 292 64 292 64 292 64 292 293 293 293 64 292 64 292 64 292 64 292
