Label=Normal
network[son<-parent]=
212<-557: 0.04522613065326633
517<-212: 0.005025125628140704
517<-517: 0.005025125628140704
158<-517: 0.005025125628140704
557<-158: 0.035175879396984924
557<-557: 0.05025125628140704
158<-212: 0.03015075376884422
158<-158: 0.02512562814070352
212<-212: 0.020100502512562814
557<-212: 0.010050251256281407
158<-557: 0.005025125628140704
212<-158: 0.005025125628140704
96<-212: 0.005025125628140704

nodeInfo=(Event,position embedding)
96: 96,1
517: 517,47
557: 557,4
212: 212,2
158: 158,7


Sequence Order: 557 212 517 517 158 557 557 212 158 158 158 557 557 557 212 212 212 158 557 212 158 158 557 557 557 212 557 557 557 158 212 557 212 158 557 212 158 158 557 557 212 212 158 158 557 557 557 212 212 96
