Label=Anomalous
network[son<-parent]=
161<-293: 0.05025125628140704
161<-161: 0.020100502512562814
293<-161: 0.04522613065326633
293<-293: 0.020100502512562814
456<-161: 0.005025125628140704
144<-456: 0.005025125628140704
144<-144: 0.10050251256281408

nodeInfo=(Event,position embedding)
456: 456,22
161: 161,23
144: 144,1
293: 293,25


Sequence Order: 293 161 161 293 293 161 293 293 293 161 293 161 293 161 293 161 161 293 293 161 293 161 293 161 161 293 161 161 456 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144
