Label=Normal
network[son<-parent]=
557<-557: 0.09045226130653267
212<-557: 0.05025125628140704
212<-212: 0.035175879396984924
557<-212: 0.05025125628140704
158<-557: 0.005025125628140704
557<-158: 0.005025125628140704
333<-212: 0.005025125628140704
212<-333: 0.005025125628140704

nodeInfo=(Event,position embedding)
333: 333,16
212: 212,3
557: 557,1
158: 158,31


Sequence Order: 557 557 212 212 212 557 557 212 557 557 212 212 557 557 557 557 212 557 557 158 557 557 557 557 212 212 212 557 557 212 557 557 557 212 333 212 557 212 212 557 557 212 557 557 557 557 212 212 557 557
