Label=Normal
network[son<-parent]=
212<-557: 0.06532663316582915
212<-212: 0.05527638190954774
557<-212: 0.07035175879396985
557<-557: 0.04020100502512563
333<-557: 0.005025125628140704
333<-333: 0.005025125628140704
212<-333: 0.005025125628140704

nodeInfo=(Event,position embedding)
333: 333,21
212: 212,2
557: 557,1


Sequence Order: 557 212 212 212 557 212 212 557 557 212 557 212 557 212 212 557 212 557 212 212 212 557 212 212 557 212 557 557 333 333 212 212 212 557 557 557 212 557 557 212 557 557 557 212 212 557 557 212 212 557
