Label=Anomalous
network[son<-parent]=
214<-214: 0.15577889447236182
473<-214: 0.005025125628140704
214<-473: 0.005025125628140704
147<-214: 0.005025125628140704
71<-147: 0.005025125628140704
71<-71: 0.005025125628140704
105<-71: 0.005025125628140704
105<-105: 0.05025125628140704
302<-105: 0.005025125628140704
105<-302: 0.005025125628140704

nodeInfo=(Event,position embedding)
71: 71,14
105: 105,1
302: 302,4
147: 147,16
214: 214,17
473: 473,29


Sequence Order: 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 473 214 214 214 214 214 214 214 214 214 214 214 214 147 71 71 105 105 105 105 105 105 105 105 105 302 105 105 105
