Label=Anomalous
network[son<-parent]=
161<-161: 0.01507537688442211
190<-161: 0.005025125628140704
190<-190: 0.1507537688442211
493<-190: 0.010050251256281407
190<-493: 0.005025125628140704
362<-493: 0.005025125628140704
2<-362: 0.005025125628140704
2<-2: 0.05025125628140704

nodeInfo=(Event,position embedding)
161: 161,47
2: 2,1
362: 362,12
493: 493,13
190: 190,14


Sequence Order: 161 161 161 161 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 493 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 190 493 362 2 2 2 2 2 2 2 2 2 2 2
