Label=Anomalous
network[son<-parent]=
293<-293: 0.10552763819095477
456<-293: 0.005025125628140704
557<-456: 0.01507537688442211
354<-557: 0.01507537688442211
456<-354: 0.010050251256281407
557<-557: 0.07035175879396985
579<-354: 0.005025125628140704
579<-579: 0.005025125628140704
307<-579: 0.005025125628140704
307<-307: 0.005025125628140704
557<-307: 0.005025125628140704

nodeInfo=(Event,position embedding)
354: 354,17
579: 579,15
293: 293,29
456: 456,21
557: 557,1
307: 307,13


Sequence Order: 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 456 557 354 456 557 557 354 456 557 557 557 354 579 579 307 307 557 557 557 557 557 557 557 557 557 557 557 557
