Label=Anomalous
network[son<-parent]=
103<-103: 0.10050251256281408
470<-103: 0.005025125628140704
456<-470: 0.005025125628140704
557<-456: 0.020100502512562814
354<-557: 0.020100502512562814
456<-354: 0.01507537688442211
146<-354: 0.005025125628140704
68<-146: 0.005025125628140704
68<-68: 0.07035175879396985

nodeInfo=(Event,position embedding)
354: 354,17
68: 68,1
103: 103,30
456: 456,19
557: 557,18
146: 146,16
470: 470,29


Sequence Order: 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 470 456 557 354 456 557 354 456 557 354 456 557 354 146 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68
