Label=Anomalous
network[son<-parent]=
557<-557: 0.10552763819095477
212<-557: 0.01507537688442211
158<-212: 0.010050251256281407
158<-158: 0.005025125628140704
557<-158: 0.010050251256281407
212<-212: 0.005025125628140704
177<-212: 0.005025125628140704
222<-177: 0.005025125628140704
222<-222: 0.08542713567839195

nodeInfo=(Event,position embedding)
557: 557,21
177: 177,19
212: 212,20
158: 158,37
222: 222,1


Sequence Order: 557 557 557 212 158 158 557 557 557 557 557 212 212 158 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 212 177 222 222 222 222 222 222 222 222 222 222 222 222 222 222 222 222 222 222
