Label=Normal
network[son<-parent]=
265<-462: 0.04020100502512563
546<-265: 0.03015075376884422
462<-546: 0.035175879396984924
315<-265: 0.005025125628140704
315<-315: 0.02512562814070352
267<-315: 0.005025125628140704
267<-267: 0.10050251256281408
546<-267: 0.005025125628140704

nodeInfo=(Event,position embedding)
546: 546,3
265: 265,1
267: 267,13
462: 462,2
315: 315,34


Sequence Order: 462 265 546 462 265 546 462 265 546 462 265 315 315 315 315 315 315 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 267 546 462 265 546 462 265 546 462 265 546 462 265
