Label=Anomalous
network[son<-parent]=
557<-557: 0.1407035175879397
354<-557: 0.010050251256281407
456<-354: 0.005025125628140704
557<-456: 0.005025125628140704
144<-354: 0.005025125628140704
293<-144: 0.01507537688442211
293<-293: 0.05025125628140704
144<-293: 0.010050251256281407
144<-144: 0.005025125628140704

nodeInfo=(Event,position embedding)
354: 354,18
293: 293,1
456: 456,20
557: 557,19
144: 144,3


Sequence Order: 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 354 456 557 354 144 293 293 293 293 144 293 293 293 293 293 293 293 144 144 293 293
