Label=Normal
network[son<-parent]=
557<-557: 0.20100502512562815
212<-557: 0.005025125628140704
569<-212: 0.005025125628140704
570<-569: 0.005025125628140704
87<-570: 0.005025125628140704
392<-87: 0.005025125628140704
158<-392: 0.005025125628140704
158<-158: 0.01507537688442211

nodeInfo=(Event,position embedding)
392: 392,5
557: 557,10
212: 212,9
87: 87,6
569: 569,8
570: 570,7
158: 158,1


Sequence Order: 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 212 569 570 87 392 158 158 158 158
