Label=Anomalous
network[son<-parent]=
103<-103: 0.02512562814070352
397<-103: 0.005025125628140704
397<-397: 0.11557788944723618
158<-397: 0.005025125628140704
158<-158: 0.005025125628140704
557<-158: 0.01507537688442211
557<-557: 0.05025125628140704
212<-557: 0.010050251256281407
212<-212: 0.005025125628140704
158<-212: 0.010050251256281407

nodeInfo=(Event,position embedding)
103: 103,45
557: 557,1
397: 397,21
212: 212,12
158: 158,11


Sequence Order: 103 103 103 103 103 103 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 158 158 557 557 212 212 158 557 212 158 557 557 557 557 557 557 557 557 557 557
