Label=Normal
network[son<-parent]=
557<-557: 0.18592964824120603
354<-557: 0.020100502512562814
527<-354: 0.005025125628140704
307<-527: 0.005025125628140704
557<-307: 0.01507537688442211
307<-354: 0.005025125628140704
470<-354: 0.005025125628140704
307<-470: 0.005025125628140704

nodeInfo=(Event,position embedding)
354: 354,1
557: 557,2
527: 527,43
307: 307,3
470: 470,4


Sequence Order: 557 557 557 557 557 557 354 527 307 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 354 307 557 557 354 470 307 557 354
