Label=Anomalous
network[son<-parent]=
557<-158: 0.035175879396984924
557<-557: 0.04020100502512563
158<-557: 0.03015075376884422
158<-158: 0.06030150753768844
333<-158: 0.010050251256281407
517<-333: 0.010050251256281407
557<-517: 0.010050251256281407
517<-557: 0.01507537688442211
517<-517: 0.01507537688442211
158<-517: 0.010050251256281407
541<-517: 0.005025125628140704
158<-541: 0.005025125628140704

nodeInfo=(Event,position embedding)
517: 517,6
333: 333,25
557: 557,7
541: 541,5
158: 158,1


Sequence Order: 158 557 557 158 158 158 158 158 158 333 517 557 557 517 517 557 158 158 158 557 557 517 517 158 158 333 517 517 158 557 158 557 158 158 557 557 557 557 158 557 158 557 557 557 517 541 158 158 158 158
