Label=Anomalous
network[son<-parent]=
557<-557: 0.10050251256281408
354<-557: 0.005025125628140704
293<-354: 0.005025125628140704
293<-293: 0.010050251256281407
144<-293: 0.005025125628140704
144<-144: 0.12060301507537688

nodeInfo=(Event,position embedding)
144: 144,1
354: 354,29
293: 293,26
557: 557,30


Sequence Order: 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 354 293 293 293 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144 144
