Label=Normal
network[son<-parent]=
546<-265: 0.04522613065326633
462<-546: 0.06030150753768844
265<-462: 0.06030150753768844
118<-265: 0.005025125628140704
546<-118: 0.005025125628140704
546<-546: 0.010050251256281407
462<-462: 0.005025125628140704
265<-265: 0.005025125628140704
315<-265: 0.010050251256281407
315<-315: 0.03015075376884422
546<-315: 0.010050251256281407

nodeInfo=(Event,position embedding)
546: 546,3
265: 265,1
462: 462,2
118: 118,40
315: 315,5


Sequence Order: 265 546 462 265 546 462 265 546 462 265 118 546 462 265 546 462 265 546 462 265 546 546 462 462 265 265 546 462 265 546 462 265 546 462 265 315 315 546 462 265 315 315 315 315 315 315 546 546 462 265
