Label=Anomalous
network[son<-parent]=
103<-293: 0.08542713567839195
365<-103: 0.005025125628140704
293<-365: 0.005025125628140704
293<-293: 0.07035175879396985
293<-103: 0.07537688442211055
103<-103: 0.005025125628140704

nodeInfo=(Event,position embedding)
365: 365,48
293: 293,2
103: 103,1


Sequence Order: 293 103 365 293 293 293 103 293 103 293 293 103 293 293 103 293 103 293 103 293 293 293 103 293 293 293 103 103 293 293 103 293 293 103 293 293 103 293 293 103 293 293 103 293 293 103 293 103 293 103
