Label=Normal
network[son<-parent]=
212<-557: 0.020100502512562814
333<-212: 0.005025125628140704
333<-333: 0.010050251256281407
517<-333: 0.005025125628140704
158<-517: 0.005025125628140704
557<-158: 0.01507537688442211
158<-212: 0.010050251256281407
557<-557: 0.005025125628140704
535<-212: 0.005025125628140704
535<-535: 0.1658291457286432

nodeInfo=(Event,position embedding)
517: 517,45
333: 333,46
557: 557,36
212: 212,35
535: 535,1
158: 158,38


Sequence Order: 557 212 333 333 333 517 158 557 212 158 557 212 158 557 557 212 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535 535
