Label=Anomalous
network[son<-parent]=
103<-103: 0.1457286432160804
397<-103: 0.005025125628140704
397<-397: 0.07035175879396985
158<-397: 0.005025125628140704
158<-158: 0.005025125628140704
557<-158: 0.005025125628140704
557<-557: 0.005025125628140704
212<-557: 0.005025125628140704

nodeInfo=(Event,position embedding)
103: 103,21
557: 557,2
397: 397,6
212: 212,1
158: 158,4


Sequence Order: 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 103 397 397 397 397 397 397 397 397 397 397 397 397 397 397 397 158 158 557 557 212
