Label=Normal
network[son<-parent]=
557<-557: 0.17587939698492464
333<-557: 0.005025125628140704
557<-333: 0.005025125628140704
212<-557: 0.005025125628140704
557<-212: 0.005025125628140704
411<-557: 0.01507537688442211
557<-411: 0.01507537688442211
144<-557: 0.005025125628140704
569<-144: 0.010050251256281407
144<-569: 0.005025125628140704

nodeInfo=(Event,position embedding)
333: 333,40
557: 557,5
144: 144,2
212: 212,35
569: 569,1
411: 411,8


Sequence Order: 557 557 557 557 557 557 557 557 557 557 333 557 557 557 557 212 557 557 557 557 557 557 411 557 557 557 557 557 557 557 557 557 411 557 557 557 557 557 557 557 557 557 411 557 557 557 144 569 144 569
