Label=Anomalous
network[son<-parent]=
54<-54: 0.07537688442211055
258<-54: 0.005025125628140704
557<-258: 0.005025125628140704
212<-557: 0.005025125628140704
7<-212: 0.005025125628140704
7<-7: 0.005025125628140704
258<-7: 0.005025125628140704
258<-258: 0.1407035175879397

nodeInfo=(Event,position embedding)
258: 258,1
7: 7,30
557: 557,33
212: 212,32
54: 54,35


Sequence Order: 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 54 258 557 212 7 7 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258 258
