Label=Normal
network[son<-parent]=
18<-18: 0.17587939698492464
352<-18: 0.005025125628140704
352<-352: 0.005025125628140704
456<-352: 0.005025125628140704
354<-456: 0.01507537688442211
456<-354: 0.010050251256281407
235<-354: 0.005025125628140704
235<-235: 0.02512562814070352

nodeInfo=(Event,position embedding)
352: 352,13
354: 354,7
456: 456,8
235: 235,1
18: 18,15


Sequence Order: 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 352 352 456 354 456 354 456 354 235 235 235 235 235 235
