Label=Anomalous
network[son<-parent]=
315<-315: 0.06532663316582915
481<-315: 0.005025125628140704
481<-481: 0.020100502512562814
19<-481: 0.005025125628140704
19<-19: 0.005025125628140704
158<-19: 0.005025125628140704
333<-158: 0.005025125628140704
333<-333: 0.135678391959799

nodeInfo=(Event,position embedding)
481: 481,32
333: 333,1
19: 19,30
315: 315,37
158: 158,29


Sequence Order: 315 315 315 315 315 315 315 315 315 315 315 315 315 315 481 481 481 481 481 19 19 158 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333 333
