Label=Anomalous
network[son<-parent]=
214<-214: 0.18592964824120603
107<-214: 0.01507537688442211
107<-107: 0.010050251256281407
214<-107: 0.01507537688442211
140<-214: 0.010050251256281407
214<-140: 0.010050251256281407

nodeInfo=(Event,position embedding)
107: 107,18
140: 140,6
214: 214,1


Sequence Order: 214 214 214 214 214 214 214 214 214 107 107 214 214 214 214 214 214 214 214 214 214 214 214 214 214 214 107 214 214 214 214 107 107 214 214 214 214 214 214 214 214 214 140 214 140 214 214 214 214 214
