Label=Normal
network[son<-parent]=
523<-523: 0.15577889447236182
158<-523: 0.005025125628140704
557<-158: 0.01507537688442211
212<-557: 0.005025125628140704
570<-212: 0.005025125628140704
144<-570: 0.010050251256281407
570<-144: 0.010050251256281407
570<-570: 0.01507537688442211
158<-570: 0.005025125628140704
144<-557: 0.010050251256281407
158<-144: 0.005025125628140704
523<-144: 0.005025125628140704

nodeInfo=(Event,position embedding)
523: 523,1
557: 557,24
144: 144,23
212: 212,37
570: 570,27
158: 158,25


Sequence Order: 523 523 523 523 523 523 523 523 523 523 523 158 557 212 570 144 570 570 570 158 557 144 570 570 144 158 557 144 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523 523
