Label=Anomalous
network[son<-parent]=
293<-293: 0.05025125628140704
161<-293: 0.07537688442211055
293<-161: 0.07035175879396985
456<-161: 0.005025125628140704
144<-456: 0.005025125628140704
354<-144: 0.005025125628140704
293<-354: 0.005025125628140704
144<-293: 0.01507537688442211
293<-144: 0.01507537688442211

nodeInfo=(Event,position embedding)
161: 161,11
354: 354,8
293: 293,1
456: 456,10
144: 144,2


Sequence Order: 293 293 293 161 293 161 293 293 161 293 293 161 293 161 293 293 161 293 161 293 293 161 293 161 293 293 293 161 293 161 293 293 161 293 161 293 161 293 293 161 456 144 354 293 144 293 144 293 144 293
