Label=Anomalous
network[son<-parent]=
293<-293: 0.1507537688442211
456<-293: 0.005025125628140704
557<-456: 0.010050251256281407
354<-557: 0.010050251256281407
456<-354: 0.005025125628140704
579<-354: 0.005025125628140704
579<-579: 0.020100502512562814
307<-579: 0.005025125628140704
307<-307: 0.010050251256281407
557<-307: 0.005025125628140704
557<-557: 0.020100502512562814

nodeInfo=(Event,position embedding)
354: 354,14
579: 579,9
293: 293,20
456: 456,16
557: 557,1
307: 307,6


Sequence Order: 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 456 557 354 456 557 354 579 579 579 579 579 307 307 307 557 557 557 557 557
