Label=Normal
network[son<-parent]=
265<-462: 0.06030150753768844
546<-265: 0.04522613065326633
462<-546: 0.05025125628140704
315<-265: 0.005025125628140704
315<-315: 0.035175879396984924
546<-315: 0.005025125628140704
546<-546: 0.020100502512562814
462<-265: 0.005025125628140704
462<-462: 0.01507537688442211
265<-265: 0.005025125628140704

nodeInfo=(Event,position embedding)
265: 265,1
546: 546,5
315: 315,17
462: 462,2


Sequence Order: 462 265 546 462 265 546 462 265 546 462 265 546 462 265 546 462 265 546 462 265 546 462 265 546 462 265 315 315 315 315 315 315 315 315 546 546 546 462 265 462 462 265 265 546 546 546 462 462 462 265
