Label=Anomalous
network[son<-parent]=
557<-557: 0.1306532663316583
354<-557: 0.010050251256281407
456<-354: 0.005025125628140704
557<-456: 0.005025125628140704
470<-354: 0.005025125628140704
293<-470: 0.005025125628140704
293<-293: 0.08542713567839195

nodeInfo=(Event,position embedding)
354: 354,20
293: 293,1
456: 456,22
557: 557,21
470: 470,19


Sequence Order: 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 557 354 456 557 354 470 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293
