Label=Anomalous
network[son<-parent]=
527<-579: 0.020100502512562814
527<-527: 0.010050251256281407
579<-527: 0.01507537688442211
470<-527: 0.005025125628140704
470<-470: 0.005025125628140704
343<-470: 0.005025125628140704
343<-343: 0.005025125628140704
10<-343: 0.005025125628140704
293<-10: 0.005025125628140704
293<-293: 0.1708542713567839

nodeInfo=(Event,position embedding)
579: 579,42
293: 293,1
10: 10,36
527: 527,41
470: 470,39
343: 343,37


Sequence Order: 579 527 527 579 527 579 527 527 579 527 470 470 343 343 10 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293 293
