Label=Normal
network[son<-parent]=
64<-292: 0.06532663316582915
292<-64: 0.06030150753768844
292<-292: 0.04020100502512563
64<-64: 0.05025125628140704
557<-64: 0.010050251256281407
292<-557: 0.005025125628140704
64<-557: 0.010050251256281407
557<-292: 0.005025125628140704

nodeInfo=(Event,position embedding)
64: 64,1
292: 292,4
557: 557,3


Sequence Order: 292 64 292 292 64 64 292 64 64 292 64 292 292 64 557 292 64 64 64 64 292 292 292 64 292 64 292 64 292 64 557 64 64 64 292 292 64 64 64 292 64 292 292 292 292 64 292 557 64 64
