Label=Anomalous
network[son<-parent]=
293<-293: 0.035175879396984924
161<-293: 0.07035175879396985
293<-161: 0.06532663316582915
161<-161: 0.005025125628140704
137<-161: 0.005025125628140704
293<-137: 0.005025125628140704
144<-293: 0.02512562814070352
144<-144: 0.010050251256281407
293<-144: 0.02512562814070352

nodeInfo=(Event,position embedding)
144: 144,4
161: 161,19
137: 137,18
293: 293,1


Sequence Order: 293 293 161 293 161 293 161 293 161 293 161 293 161 293 161 293 161 293 161 293 161 293 293 293 161 293 161 161 293 161 293 161 137 293 144 144 144 293 144 293 293 293 144 293 144 293 144 293 293 293
