Label=Anomalous
network[son<-parent]=
557<-557: 0.18592964824120603
216<-557: 0.005025125628140704
557<-216: 0.005025125628140704
212<-557: 0.010050251256281407
557<-212: 0.010050251256281407
130<-557: 0.005025125628140704
557<-130: 0.005025125628140704
485<-557: 0.005025125628140704
557<-485: 0.005025125628140704
541<-557: 0.005025125628140704
557<-541: 0.005025125628140704

nodeInfo=(Event,position embedding)
130: 130,33
485: 485,24
557: 557,1
212: 212,12
216: 216,42
541: 541,16


Sequence Order: 557 557 557 557 557 557 557 557 216 557 557 557 557 557 557 212 557 130 557 557 557 557 557 557 557 557 485 557 557 557 557 557 557 557 541 557 557 557 212 557 557 557 557 557 557 557 557 557 557 557
